,playerid,date_of_birth,place_of_birth,nation,height,weight,shoots,rights,under_contract,draft_year,draft_round,draft_pick,draft_team,shortname,status,nhl_draft,rankings,catches,draft_year_eligible,load_date,player_name,nhl_likelihood,most_likelihood_nhl_node,nhl_expected_value
161,273669,1999-02-16,"Toronto, ON, CAN",Canada,180.0,86.0,L,Vegas Golden Knights,False,2017,6,158,Vegas Golden Knights,nick-campoli,,,,,2017,2020-06-03,Nick Campoli,0.03,6,1.3
162,350706,2001-07-05,"Göteborg, SWE",Sweden,200.0,103.0,L,Detroit Red Wings,False,2019,6,159,Detroit Red Wings,elmer-soderblom,,,,,2019,2020-06-03,Elmer Söderblom,0.05,78,2.8
163,296565,2000-02-11,"Männedorf, SUI",Switzerland,182.0,83.0,L,Columbus Blue Jackets,True,2018,6,159,Columbus Blue Jackets,tim-berni,,,,,2018,2020-06-03,Tim Berni,0.04,9,2.9
164,320307,2001-01-28,"St. John's, NL, CAN",Canada,179.0,87.0,L,Colorado Avalanche,False,2019,1,16,Colorado Avalanche,alex-newhook,,,,,2019,2020-06-03,Alex Newhook,0.87,21,135.7
165,221525,1998-10-06,"Nokia, FIN",Finland,187.0,93.0,L,Calgary Flames,True,2017,1,16,Calgary Flames,juuso-valimaki,,,,,2017,2020-06-03,Juuso Välimäki,0.85,4,31.4
166,237068,1999-10-02,"Brno, CZE",Czech Rep.,187.0,86.0,R,Colorado Avalanche,True,2018,1,16,Colorado Avalanche,martin-kaut,,,,,2018,2020-06-03,Martin Kaut,0.57,6,15.3
167,236358,1999-04-20,"Ostrov nad Ohri, CZE",Czech Rep.,180.0,73.0,L,Buffalo Sabres,False,2019,6,160,Buffalo Sabres,lukas-rousek,,,,,2017,2020-06-03,Lukas Rousek,0.07,7,2.8
168,299098,1999-02-11,"Espoo, FIN",Finland,180.0,91.0,L,New Jersey Devils,False,2017,6,160,New Jersey Devils,aarne-talvitie,,,,,2017,2020-06-03,Aarne Talvitie,0.12,7,7.2
169,269038,1998-03-13,"Toronto, ON, CAN",Canada,185.0,93.0,L,Montréal Canadiens,True,2016,6,160,Montréal Canadiens,michael-pezzetta,,,,,2016,2020-06-03,Michael Pezzetta,0.02,3,0.9
170,349951,2000-10-12,"Karlstad, SWE",Sweden,199.0,96.0,L,New York Rangers,False,2019,6,161,New York Rangers,adam-edstrom,,,,,2019,2020-06-03,Adam Edström,0.05,16,2.9
171,353810,1998-05-08,"Boulder, CO, USA",USA,188.0,88.0,R,Colorado Avalanche,False,2016,6,161,Colorado Avalanche,nate-clurman,,,,,2016,2020-06-03,Nate Clurman,0.02,4,0.6
172,375487,2000-11-16,"St. Paul, MN, USA",USA,195.0,95.0,R,Anaheim Ducks,False,2019,6,163,Anaheim Ducks,william-francis,,,,,2019,2020-06-03,William Francis,0.03,25,1.1
173,291923,2000-02-17,"Nashville, TN, USA",Sweden,189.0,87.0,L,New York Rangers,False,2018,6,163,New York Rangers,simon-kjellberg,,,,,2018,2020-06-03,Simon Kjellberg,0.04,10,1.5
174,273694,1999-05-04,"Stoney Creek, ON, CAN",Canada,193.0,91.0,R,,,2017,6,164,Detroit Red Wings,reilly-webb,,,,,2017,2020-06-03,Reilly Webb,0.12,6,2.5
175,240028,1997-12-02,"Strathroy, ON, CAN",Canada,185.0,83.0,L,,,2016,6,164,Carolina Hurricanes,noah-carroll,,,,,2016,2020-06-03,Noah Carroll,0.16,5,5.9
176,392594,2000-10-12,"St. Petersburg, RUS",Russia,185.0,83.0,L,San Jose Sharks,True,2019,6,164,San Jose Sharks,timur-ibragimov,,,,,2019,2020-06-03,Timur Ibragimov,0.02,27,1.2
