,playerid,date_of_birth,place_of_birth,nation,height,weight,shoots,rights,under_contract,draft_year,draft_round,draft_pick,draft_team,shortname,status,nhl_draft,rankings,catches,draft_year_eligible,load_date,player_name,nhl_likelihood,most_likelihood_nhl_node,nhl_expected_value
396,490232,2001-05-26,"Minsk, BLR",Belarus,185.0,86.0,L,Florida Panthers,True,2019,2,52,Florida Panthers,vladislav-kolyachonok,,,,,2019,2020-06-03,Vladislav Kolyachonok,0.46,20,27.5
397,268973,1998-10-21,"Toronto, ON, CAN",Canada,183.0,89.0,R,Los Angeles Kings,True,2018,2,52,Toronto Maple Leafs,sean-durzi,,,,,2017,2020-06-03,Sean Durzi,0.22,3,7.3
398,272217,1998-09-20,"St. Louis, MO, USA",USA,188.0,99.0,R,Carolina Hurricanes,False,2017,2,52,Carolina Hurricanes,luke-martin,,,,,2017,2020-06-03,Luke Martin,0.03,4,1.6
399,359539,2001-09-11,"Arcadia, CA, USA",USA,175.0,73.0,L,Toronto Maple Leafs,True,2019,2,53,Toronto Maple Leafs,nicholas-robertson,,,,,2019,2020-06-03,Nicholas Robertson,0.6,25,91.4
400,278861,2000-04-11,"Brandon, MB, CAN",Canada,178.0,82.0,R,Minnesota Wild,True,2018,2,53,Pittsburgh Penguins,calen-addison,,,,,2018,2020-06-03,Calen Addison,0.53,13,37.1
401,284096,1999-02-18,"Windsor, ON, CAN",Canada,185.0,78.0,R,Boston Bruins,True,2017,2,53,Boston Bruins,jack-studnicka,,,,,2017,2020-06-03,Jack Studnicka,0.3,6,9.6
402,335689,2000-02-06,"Rouen, FRA",Canada                                                                                             /  France,188.0,88.0,L,Anaheim Ducks,True,2018,2,54,Anaheim Ducks,benoit-olivier-groulx,,,,,2018,2020-06-03,Benoit-Olivier Groulx,0.48,8,27.2
403,385680,2001-01-24,"East Islip, NY, USA",USA,178.0,77.0,L,Detroit Red Wings,False,2019,2,54,Detroit Red Wings,robert-mastrosimone,,,,,2019,2020-06-03,Robert Mastrosimone,0.45,25,53.4
404,248583,2000-06-27,"New Westminster, BC, CAN",Canada,200.0,109.0,L,New Jersey Devils,True,2018,2,55,Arizona Coyotes,kevin-bahl,,,,,2018,2020-06-03,Kevin Bahl,0.46,12,20.2
405,252476,1998-10-12,"Whitby, ON, CAN",Canada,188.0,95.0,L,Vancouver Canucks,True,2017,2,55,Vancouver Canucks,jonah-gadjovich,,,,,2017,2020-06-03,Jonah Gadjovich,0.1,3,4.5
406,201551,1999-06-17,"Yorkton, SK, CAN",Canada,186.0,87.0,R,Montréal Canadiens,True,2017,2,56,Montréal Canadiens,josh-brook,,,,,2017,2020-06-03,Josh Brook,0.3,5,11.8
407,257755,1999-04-30,"Calgary, AB, CAN",Canada,193.0,91.0,R,Washington Capitals,True,2019,2,56,Washington Capitals,brett-leason,,,,,2017,2020-06-03,Brett Leason,0.19,5,5.5
408,316535,2000-02-08,"Piteå, SWE",Sweden,189.0,89.0,L,Montréal Canadiens,False,2018,2,56,Montréal Canadiens,jacob-olofsson,,,,,2018,2020-06-03,Jacob Olofsson,0.15,21,7.1
409,313354,2000-02-10,"Järna, SWE",Sweden,183.0,84.0,R,Anaheim Ducks,True,2018,2,57,Boston Bruins,axel-andersson,,,,,2018,2020-06-03,Axel Andersson,0.43,11,19.3
410,356985,2000-12-09,"Laval, QC, CAN",Canada,193.0,96.0,L,New York Islanders,True,2019,2,57,New York Islanders,samuel-bolduc,,,,,2019,2020-06-03,Samuel Bolduc,0.48,12,14.9
411,201362,1999-01-18,"St. Albert, AB, CAN",Canada,180.0,79.0,R,Chicago Blackhawks,True,2017,2,57,Chicago Blackhawks,ian-mitchell,,,,,2017,2020-06-03,Ian Mitchell,0.21,10,8.4
412,221341,1999-04-14,"Espoo, FIN",Finland,180.0,78.0,R,Montréal Canadiens,False,2017,2,58,Montréal Canadiens,joni-ikonen,,,,,2017,2020-06-03,Joni Ikonen,0.46,26,28.6
413,293387,2000-06-29,"Sundsvall, SWE",Sweden,185.0,86.0,L,Pittsburgh Penguins,True,2018,2,58,Pittsburgh Penguins,filip-hallander,,,,,2018,2020-06-03,Filip Hållander,0.36,14,24.8
414,376987,2001-02-05,"Malmö, SWE",Sweden,176.0,79.0,L,New York Rangers,False,2019,2,58,New York Rangers,karl-henriksson,,,,,2019,2020-06-03,Karl Henriksson,0.33,40,28.1
415,302228,1999-03-06,"Joensuu, FIN",Finland,200.0,95.0,R,Toronto Maple Leafs,False,2017,2,59,Toronto Maple Leafs,eemeli-rasanen,,,,,2017,2020-06-03,Eemeli Räsänen,0.08,6,1.4
416,335707,2000-02-06,"Lachine, QC, CAN",Canada,177.0,78.0,L,Tampa Bay Lightning,True,2018,2,59,Tampa Bay Lightning,gabriel-fortier,,,,,2018,2020-06-03,Gabriel Fortier,0.35,12,18.6
417,201704,1999-04-01,"Winnipeg, MB, CAN",Canada,189.0,84.0,R,Vegas Golden Knights,True,2017,1,6,Vegas Golden Knights,cody-glass,,,,,2017,2020-06-03,Cody Glass,1.0,3,47.0
418,236471,1999-11-27,"Pardubice, CZE",Czech Rep.,183.0,89.0,L,Detroit Red Wings,True,2018,1,6,Detroit Red Wings,filip-zadina,,,,,2018,2020-06-03,Filip Zadina,1.0,3,63.3
419,293796,2000-04-11,"Tingsryd, SWE",Sweden,187.0,89.0,L,Winnipeg Jets,True,2018,2,60,Winnipeg Jets,david-gustafsson,,,,,2018,2020-06-03,David Gustafsson,0.56,8,51.7
420,349991,2001-01-04,"Karlstad, SWE",Sweden,183.0,76.0,L,Detroit Red Wings,False,2019,2,60,Detroit Red Wings,albert-johansson,,,,,2019,2020-06-03,Albert Johansson,0.5,22,60.5
421,275608,1999-02-18,"Chateauguay, QC, CAN",Canada,178.0,84.0,L,Anaheim Ducks,True,2017,2,60,Anaheim Ducks,antoine-morand,,,,,2017,2020-06-03,Antoine Morand,0.29,5,13.9
422,398144,2000-12-04,"Chelyabinsk, RUS",Russia,185.0,88.0,L,New Jersey Devils,True,2019,2,61,New Jersey Devils,nikita-okhotyuk,,,,,2019,2020-06-03,Nikita Okhotyuk,0.3,12,12.1
423,396897,2000-05-05,"Verkhnyaya Salda, RUS",Russia,186.0,89.0,R,Vegas Golden Knights,False,2018,2,61,Vegas Golden Knights,ivan-d.-morozov,,,,,2018,2020-06-03,Ivan D. Morozov,0.25,18,19.1
424,269306,1999-02-19,"Edina, MN, USA",USA,185.0,84.0,L,Nashville Predators,False,2017,2,61,Nashville Predators,grant-mismash,,,,,2017,2020-06-03,Grant Mismash,0.15,7,5.9
425,238111,2000-09-16,"Burgwedel, GER",Russia,180.0,84.0,L,St. Louis Blues,True,2019,2,62,St. Louis Blues,nikita-alexandrov,,,,,2019,2020-06-03,Nikita Alexandrov,0.47,11,23.3
426,279125,1999-03-10,"Raleigh, NC, USA",Canada,180.0,86.0,L,Vegas Golden Knights,True,2017,2,62,Vegas Golden Knights,jake-leschyshyn,,,,,2017,2020-06-03,Jake Leschyshyn,0.15,5,5.4
427,175894,1998-06-08,"Kuopio, FIN",Finland,197.0,86.0,L,Edmonton Oilers,True,2016,3,63,Edmonton Oilers,markus-niemelainen,,,,,2016,2020-06-03,Markus Niemeläinen,0.01,4,0.2
428,265608,1999-08-25,"Karlstad, SWE",Sweden,180.0,99.0,R,New Jersey Devils,True,2017,3,63,New Jersey Devils,fabian-zetterlund,,,,,2017,2020-06-03,Fabian Zetterlund,0.19,5,7.7
429,363685,2000-01-06,"Toronto, ON, CAN",Canada,191.0,91.0,L,Minnesota Wild,False,2018,3,63,Minnesota Wild,jack-mcbain,,,,,2018,2020-06-03,Jack McBain,0.13,14,6.6
430,272186,1998-06-20,"Bloomfield Hills, MI, USA",USA,180.0,78.0,R,Vancouver Canucks,True,2016,3,64,Vancouver Canucks,will-lockwood,,,,,2016,2020-06-03,Will Lockwood,0.07,4,5.3
431,344235,2000-04-12,"Kramfors, SWE",Sweden,182.0,81.0,L,Montréal Canadiens,False,2019,3,64,Montréal Canadiens,mattias-norlinder,,,,,2018,2020-06-03,Mattias Norlinder,0.19,17,14.5
432,296339,2001-02-27,"Chateauguay, QC, CAN",Canada,180.0,70.0,L,Nashville Predators,False,2019,3,65,Nashville Predators,alexander-campbell,,,,,2019,2020-06-03,Alexander Campbell,0.31,33,40.6
433,220099,1999-03-31,"Rungsted, DEN",Denmark,188.0,88.0,L,Vegas Golden Knights,True,2017,3,65,Vegas Golden Knights,jonas-rondbjerg,,,,,2017,2020-06-03,Jonas Røndbjerg,0.15,13,9.9
434,247318,2000-09-15,"Nymburk, CZE",Czech Rep.,185.0,82.0,L,Arizona Coyotes,True,2018,3,65,Arizona Coyotes,jan-jenik,,,,,2019,2020-06-03,Jan Jeník,0.41,10,68.6
435,272169,1999-05-17,"Plano, TX, USA",USA,191.0,87.0,L,Florida Panthers,True,2017,3,66,Florida Panthers,max-gildon,,,,,2017,2020-06-03,Max Gildon,0.15,10,6.2
436,342488,2001-03-22,"Märsta, SWE",Sweden,182.0,85.0,L,Detroit Red Wings,False,2019,3,66,Detroit Red Wings,albin-grewe,,,,,2019,2020-06-03,Albin Grewe,0.08,42,4.6
437,404742,2000-06-24,"Oshawa, ON, CAN",Canada,180.0,76.0,R,Montréal Canadiens,True,2018,3,66,Montréal Canadiens,cameron-hillis,,,,,2018,2020-06-03,Cam Hillis,0.22,11,15.6
438,283940,2000-08-06,"West Bloomfield Township, MI, USA",USA,192.0,93.0,R,Chicago Blackhawks,True,2018,3,67,Detroit Red Wings,alec-regula,,,,,2018,2020-06-03,Alec Regula,0.3,12,18.4
439,364649,2000-10-18,"Glen Allen, VA, USA",USA,178.0,80.0,L,New York Rangers,False,2019,3,68,New York Rangers,zachary-jones,,,,,2019,2020-06-03,Zachary Jones,0.25,17,9.0
440,201489,1999-11-09,"Deerfield Beach, FL, USA",USA                                                                                             /  Canada,180.0,69.0,R,Los Angeles Kings,True,2018,3,68,Vancouver Canucks,tyler-madden,,,,,2018,2020-06-03,Tyler Madden,0.27,10,18.0
441,268444,1998-06-19,"Toms River, NJ, USA",USA,180.0,83.0,L,Arizona Coyotes,True,2016,3,68,Arizona Coyotes,cam-dineen,,,,,2016,2020-06-03,Cam Dineen,0.05,3,2.1
442,273678,1999-07-14,"Mississauga, ON, CAN",Canada,192.0,82.0,R,Chicago Blackhawks,True,2017,3,69,Arizona Coyotes,mackenzie-entwistle,,,,,2017,2020-06-03,MacKenzie Entwistle,0.17,6,2.0
443,268432,2000-02-28,"Naples, FL, USA",USA,178.0,86.0,L,Chicago Blackhawks,False,2018,3,69,Chicago Blackhawks,jake-wise,,,,,2018,2020-06-03,Jake Wise,0.12,11,7.6
444,201671,1999-10-14,"Orlando, FL, USA",USA,178.0,77.0,L,Vancouver Canucks,True,2018,1,7,Vancouver Canucks,quinn-hughes,,,,,2018,2020-06-03,Quinn Hughes,1.0,3,58.5
445,395127,2000-10-20,"Minsk, BLR",Russia                                                                                             /  Belarus,189.0,80.0,L,New Jersey Devils,False,2019,3,70,New Jersey Devils,daniil-misyul,,,,,2019,2020-06-03,Daniil Misyul,0.12,18,5.6
446,304366,1999-09-23,"Mountain View, CA, USA",Sweden                                                                                             /  USA,183.0,80.0,L,New York Rangers,False,2018,3,70,New York Rangers,jakob-ragnarsson,,,,,2018,2020-06-03,Jakob Ragnarsson,0.02,12,0.3
447,321687,2000-07-07,"Haverhill, MA, USA",USA,180.0,81.0,L,Montréal Canadiens,False,2018,3,71,Montréal Canadiens,jordan-harris,,,,,2018,2020-06-03,Jordan Harris,0.11,20,4.0
448,247061,1998-08-29,"Nanaimo, BC, CAN",Canada,189.0,102.0,L,Colorado Avalanche,True,2016,3,71,Colorado Avalanche,josh-anderson,,,,,2016,2020-06-03,Josh Anderson,0.03,3,2.1
449,221328,1998-11-16,"Espoo, FIN",Finland,188.0,90.0,L,Detroit Red Wings,False,2017,3,71,Detroit Red Wings,kasper-kotkansalo,,,,,2017,2020-06-03,Kasper Kotkansalo,0.02,4,0.5
450,284030,1999-03-20,"White Lake Township, MI, USA",USA,190.0,94.0,R,Philadelphia Flyers,False,2019,3,72,Philadelphia Flyers,ronald-attard,,,,,2017,2020-06-03,Ronald Attard,0.04,7,1.8
451,397004,2001-01-11,"Tampere, FIN",Finland,183.0,75.0,L,Carolina Hurricanes,False,2019,3,73,Carolina Hurricanes,patrik-puistola,,,,,2019,2020-06-03,Patrik Puistola,0.26,23,22.5
452,201293,1999-06-14,"Winnipeg, MB, CAN",Canada,185.0,89.0,R,Carolina Hurricanes,True,2017,3,73,Carolina Hurricanes,stelio-mattheos,,,,,2017,2020-06-03,Stelio Mattheos,0.25,5,9.6
453,365043,2000-05-24,"Eau Claire, WI, USA",USA,185.0,88.0,R,Arizona Coyotes,False,2018,3,73,Arizona Coyotes,ty-emberson,,,,,2018,2020-06-03,Ty Emberson,0.19,11,10.9
454,296698,2001-01-11,"Montréal, QC, CAN",Canada,182.0,93.0,R,Pittsburgh Penguins,True,2019,3,74,Pittsburgh Penguins,nathan-legare,,,,,2019,2020-06-03,Nathan Légaré,0.43,19,54.1
455,360140,2000-05-04,"Helsinki, FIN",Finland,174.0,77.0,R,Chicago Blackhawks,False,2018,3,74,Chicago Blackhawks,niklas-nordgren,,,,,2018,2020-06-03,Niklas Nordgren,0.14,33,4.6
456,294263,2000-03-12,"Karlstad, SWE",Sweden,189.0,90.0,L,Dallas Stars,False,2018,3,75,Dallas Stars,oskar-back,,,,,2018,2020-06-03,Oskar Bäck,0.18,16,8.9
457,283248,1999-02-25,"Waterloo, ON, CAN",Canada,191.0,82.0,R,New Jersey Devils,True,2017,3,75,Arizona Coyotes,nate-schnarr,,,,,2017,2020-06-03,Nate Schnarr,0.3,5,11.3
458,291514,2001-05-10,"Saskatoon, SK, CAN",Canada,185.0,81.0,L,Minnesota Wild,True,2019,3,75,Minnesota Wild,adam-beckman,,,,,2019,2020-06-03,Adam Beckman,0.39,21,37.5
459,315260,2000-09-15,"Moskva, RUS",Russia,180.0,74.0,R,Toronto Maple Leafs,True,2018,3,76,Toronto Maple Leafs,semyon-der-arguchintsev,,,,,2019,2020-06-03,Semyon Der-Arguchintsev,0.32,12,25.0
460,312824,1999-08-17,"Moskva, RUS",Russia,185.0,79.0,L,Tampa Bay Lightning,True,2017,3,76,Tampa Bay Lightning,alexei-lipanov,,,,,2017,2020-06-03,Alexei Lipanov,0.14,17,4.6
461,273830,2000-03-28,"Praha, CZE",Czech Rep.,183.0,77.0,L,Boston Bruins,True,2018,3,77,Boston Bruins,jakub-lauko,,,,,2018,2020-06-03,Jakub Lauko,0.21,8,10.1
462,254039,1998-02-21,"Cambridge, ON, CAN",Canada,189.0,92.0,L,,,2016,3,77,Pittsburgh Penguins,connor-hall,,,,,2016,2020-06-03,Connor Hall,0.24,12,12.7
463,313516,1999-05-08,"Newburyport, MA, USA",USA,185.0,82.0,L,New York Islanders,False,2017,3,77,New York Islanders,benjamin-mirageas,,,,,2017,2020-06-03,Benjamin Mirageas,0.01,6,0.2
464,412976,2001-07-25,"Trois-Rivières, QC, CAN",Canada,188.0,87.0,R,Colorado Avalanche,False,2019,3,78,Colorado Avalanche,alex-beaucage,,,,,2019,2020-06-03,Alex Beaucage,0.23,20,16.5
465,375954,2000-05-31,"Naantali, FIN",Finland,189.0,94.0,L,Colorado Avalanche,False,2018,3,78,Colorado Avalanche,sampo-ranta,,,,,2018,2020-06-03,Sampo Ranta,0.1,14,5.6
466,364230,2000-02-14,"Grand Rapids, MN, USA",USA,180.0,73.0,L,Anaheim Ducks,False,2018,3,79,Anaheim Ducks,blake-mclaughlin,,,,,2018,2020-06-03,Blake McLaughlin,0.24,13,20.6
467,247919,1998-12-27,"Wetaskiwin, AB, CAN",Canada,183.0,86.0,R,,,2017,3,79,Detroit Red Wings,lane-zablocki,,,,,2017,2020-06-03,Lane Zablocki,0.13,6,2.1
468,398168,2000-10-26,"Nizhny Tagil, RUS",Russia,185.0,79.0,L,Vegas Golden Knights,False,2019,3,79,Vegas Golden Knights,pavel-dorofeyev,,,,,2019,2020-06-03,Pavel Dorofeyev,0.08,20,4.5
469,349467,2001-06-25,"Örebro, SWE",Sweden,191.0,92.0,L,Edmonton Oilers,True,2019,1,8,Edmonton Oilers,philip-broberg,,,,,2019,2020-06-03,Philip Broberg,0.95,25,121.3
470,265684,2000-08-15,"Falun, SWE",Sweden,182.0,82.0,R,Chicago Blackhawks,True,2018,1,8,Chicago Blackhawks,adam-boqvist,,,,,2018,2020-06-03,Adam Boqvist,1.0,4,122.3
471,286955,2001-04-24,"Waconia, MN, USA",Canada                                                                                             /  USA,183.0,79.0,R,New Jersey Devils,False,2019,3,80,New Jersey Devils,graeme-clarke,,,,,2019,2020-06-03,Graeme Clarke,0.32,18,22.4
472,319507,2000-01-23,"Leksand, SWE",Sweden,173.0,75.0,R,Columbus Blue Jackets,False,2018,3,80,Columbus Blue Jackets,marcus-karlberg,,,,,2018,2020-06-03,Marcus Karlberg,0.1,21,3.4
473,300597,1999-04-21,"North Falmouth, MA, USA",USA,180.0,82.0,R,New Jersey Devils,False,2017,3,81,New Jersey Devils,reilly-walsh,,,,,2017,2020-06-03,Reilly Walsh,0.17,10,5.8
474,299929,1999-08-18,"Kelowna, BC, CAN",Canada,188.0,79.0,R,Detroit Red Wings,False,2018,3,81,Detroit Red Wings,seth-barton,,,,,2017,2020-06-03,Seth Barton,0.04,10,0.6
475,228106,1998-01-09,"Leuven, BEL",Canada                                                                                             /  Belgium,188.0,103.0,L,,,2016,3,81,New York Rangers,sean-day,,,,,2016,2020-06-03,Sean Day,0.05,3,2.7
476,431915,2001-04-25,"Kitchener, ON, CAN",Canada,188.0,83.0,R,Florida Panthers,True,2019,3,81,Florida Panthers,cole-schwindt,,,,,2019,2020-06-03,Cole Schwindt,0.32,20,8.0
477,418533,2001-06-08,"Oakville, ON, CAN",Canada,191.0,96.0,L,New Jersey Devils,False,2019,3,82,New Jersey Devils,michael-vukojevic,,,,,2019,2020-06-03,Michael Vukojevic,0.33,18,16.4
478,299556,1999-05-05,"Greely, ON, CAN",Canada,191.0,83.0,R,Arizona Coyotes,True,2017,3,82,Arizona Coyotes,cameron-crotty,,,,,2017,2020-06-03,Cameron Crotty,0.01,7,0.4
479,339599,1999-12-29,"Nizhnekamsk, RUS",Russia,186.0,74.0,L,Los Angeles Kings,False,2018,3,82,Los Angeles Kings,bulat-shafigullin,,,,,2018,2020-06-03,Bulat Shafigullin,0.06,9,3.3
480,273617,1999-03-06,"London, ON, CAN",Canada,188.0,87.0,L,San Jose Sharks,True,2017,3,83,Detroit Red Wings,zach-gallant,,,,,2017,2020-06-03,Zach Gallant,0.16,6,3.1
481,395069,2000-10-05,"Jyväskylä, FIN",Finland,179.0,81.0,R,Carolina Hurricanes,False,2019,3,83,Carolina Hurricanes,anttoni-honka,,,,,2019,2020-06-03,Anttoni Honka,0.14,21,6.2
482,312819,1999-06-16,"Volgograd, RUS",Russia,191.0,89.0,L,Edmonton Oilers,True,2017,3,84,Edmonton Oilers,dmitri-samorukov,,,,,2017,2020-06-03,Dmitri Samorukov,0.21,5,3.6
483,347571,2001-01-18,"Mikkeli, FIN",Finland,181.0,90.0,L,Toronto Maple Leafs,False,2019,3,84,Toronto Maple Leafs,mikko-kokkonen,,,,,2019,2020-06-03,Mikko Kokkonen,0.31,25,25.2
484,245621,1998-04-27,"Mississauga, ON, CAN",Canada,188.0,92.0,L,Edmonton Oilers,False,2016,3,84,Edmonton Oilers,matthew-cairns,,,,,2016,2020-06-03,Matthew Cairns,0.01,4,0.8
485,166669,1998-05-05,"St. Albert, AB, CAN",Canada,183.0,87.0,L,Anaheim Ducks,True,2016,3,85,Anaheim Ducks,josh-mahura,,,,,2016,2020-06-03,Josh Mahura,0.2,3,4.5
486,201450,1999-08-31,"Los Angeles, CA, USA",USA,183.0,88.0,R,Minnesota Wild,True,2017,3,85,Minnesota Wild,ivan-lodnia,,,,,2017,2020-06-03,Ivan Lodnia,0.16,6,3.9
487,439814,2001-02-22,"Vancouver, BC, CAN",Canada,188.0,88.0,L,Vegas Golden Knights,False,2019,3,86,Vegas Golden Knights,layton-ahac,,,,,2019,2020-06-03,Layton Ahac,0.09,18,3.4
488,339559,2000-04-12,"Saratov, RUS",Russia,180.0,90.0,L,Minnesota Wild,True,2018,3,86,Minnesota Wild,alexander-khovanov,,,,,2018,2020-06-03,Alexander Khovanov,0.41,9,34.2
489,200710,1998-11-19,"Calgary, AB, CAN",Canada,185.0,92.0,R,Montréal Canadiens,True,2017,3,87,Montréal Canadiens,cale-fleury,,,,,2017,2020-06-03,Cale Fleury,0.65,2,5.3
490,314906,1999-11-16,"Eksjö, SWE",Sweden,186.0,81.0,R,Vancouver Canucks,False,2018,3,87,San Jose Sharks,linus-karlsson,,,,,2018,2020-06-03,Linus Karlsson,0.08,12,3.2
491,514152,2001-06-26,"Yaroslavl, RUS",Russia,182.0,87.0,L,Calgary Flames,False,2019,3,88,Calgary Flames,ilya-nikolayev,,,,,2019,2020-06-03,Ilya Nikolayev,0.16,42,10.8
492,201468,1999-07-02,"Chicago, IL, USA",USA,183.0,84.0,R,Carolina Hurricanes,True,2018,3,88,New York Rangers,joey-keane,,,,,2017,2020-06-03,Joey Keane,0.34,6,11.0
493,240064,1998-05-10,"Norrtälje, SWE",Sweden,184.0,83.0,L,,,2016,3,89,Florida Panthers,linus-nassen,,,,,2016,2020-06-03,Linus Nässén,0.0,1,1.3
494,201502,1999-02-11,"Tampa, FL, USA",USA,178.0,78.0,R,Florida Panthers,False,2018,3,89,Florida Panthers,logan-hutsko,,,,,2017,2020-06-03,Logan Hutsko,0.21,7,7.5
495,372926,1999-07-02,"Tampere, FIN",Finland,188.0,75.0,R,Buffalo Sabres,False,2017,3,89,Buffalo Sabres,oskari-laaksonen,,,,,2017,2020-06-03,Oskari Laaksonen,0.03,9,0.8
496,291308,2001-01-03,"Bratislava, SVK",Slovakia,182.0,86.0,R,Tampa Bay Lightning,False,2019,3,89,Tampa Bay Lightning,maxim-cajkovic,,,,,2019,2020-06-03,Maxim Cajkovic,0.44,20,50.7
497,379749,1999-12-23,"Vladivostok, RUS",Russia,192.0,83.0,L,New York Rangers,True,2018,1,9,New York Rangers,vitali-kravtsov,,,,,2018,2020-06-03,Vitali Kravtsov,0.9,4,55.8
498,424453,2001-03-20,"Bedford, NY, USA",USA,183.0,79.0,L,Anaheim Ducks,True,2019,1,9,Anaheim Ducks,trevor-zegras,,,,,2019,2020-06-03,Trevor Zegras,0.95,29,177.6
499,286738,1999-04-17,"Vancouver, BC, CAN",Canada,197.0,100.0,L,Detroit Red Wings,True,2017,1,9,Detroit Red Wings,michael-rasmussen,,,,,2017,2020-06-03,Michael Rasmussen,0.95,4,33.8
500,303599,1999-02-18,"Bristol, PA, USA",USA,183.0,86.0,L,Chicago Blackhawks,True,2017,3,90,Chicago Blackhawks,evan-barratt,,,,,2017,2020-06-03,Evan Barratt,0.17,7,6.4
501,396119,2000-02-24,"Moskva, RUS",Russia,188.0,97.0,L,Tampa Bay Lightning,True,2018,3,90,Tampa Bay Lightning,dmitri-semykin,,,,,2018,2020-06-03,Dmitri Semykin,0.06,29,1.6
502,424459,2001-09-07,"Thornwood, NY, USA",USA,171.0,68.0,L,Carolina Hurricanes,False,2019,3,90,Carolina Hurricanes,domenick-fensore,,,,,2019,2020-06-03,Domenick Fensore,0.27,22,31.8
503,229589,1998-01-19,"Old Greenwich, CT, USA",USA,183.0,92.0,L,Anaheim Ducks,True,2017,3,91,Anaheim Ducks,jack-badini,,,,,2016,2020-06-03,Jack Badini,0.02,4,3.1
504,322103,2001-05-09,"Calgary, AB, CAN",Canada,180.0,77.0,L,Boston Bruins,False,2019,3,92,Boston Bruins,quinn-olson,,,,,2019,2020-06-03,Quinn Olson,0.14,20,12.2
505,269310,1999-06-23,"Victor, NY, USA",USA,180.0,86.0,L,Nashville Predators,False,2017,3,92,Nashville Predators,david-farrance,,,,,2017,2020-06-03,David Farrance,0.27,10,12.7
506,283843,1999-06-26,"The Pas, MB, CAN",Canada,178.0,80.0,L,Minnesota Wild,True,2018,3,92,Minnesota Wild,connor-dewar,,,,,2017,2020-06-03,Connor Dewar,0.27,5,12.1
507,353590,1999-09-09,"Edina, MN, USA",USA,180.0,83.0,L,Pittsburgh Penguins,False,2017,3,93,Pittsburgh Penguins,clayton-phillips,,,,,2017,2020-06-03,Clayton Phillips,0.03,6,0.5
508,281307,1999-10-25,"Calgary, AB, CAN",Canada,191.0,95.0,R,Washington Capitals,True,2018,3,93,Washington Capitals,riley-sutter,,,,,2018,2020-06-03,Riley Sutter,0.11,5,0.7
509,201705,1999-07-04,"Portage la Prairie, MB, CAN",Canada,180.0,87.0,R,Colorado Avalanche,True,2017,4,94,Colorado Avalanche,nick-henry,,,,,2017,2020-06-03,Nick Henry,0.25,5,10.3
510,271642,2000-02-10,"Turnov, CZE",Czech Rep.,184.0,77.0,L,Buffalo Sabres,True,2018,4,94,Buffalo Sabres,matej-pekar,,,,,2018,2020-06-03,Matej Pekar,0.39,12,30.3
511,287856,1999-06-02,-,Sweden,187.0,84.0,L,Ottawa Senators,False,2019,4,94,Ottawa Senators,viktor-lodin,,,,,2017,2020-06-03,Viktor Lodin,0.02,9,0.4
512,320267,2001-02-24,"Sydney, AUS",Canada                                                                                             /  Japan,179.0,75.0,R,Los Angeles Kings,False,2019,4,95,Los Angeles Kings,jordan-spence,,,,,2019,2020-06-03,Jordan Spence,0.36,21,33.5
513,276187,2000-05-04,"Rochester, MI, USA",USA,182.0,77.0,L,Ottawa Senators,True,2018,4,95,Ottawa Senators,jonathan-gruden,,,,,2018,2020-06-03,Jonathan Gruden,0.26,13,15.4
514,311766,1999-05-20,"West Roxbury, MA, USA",USA,180.0,86.0,L,Vancouver Canucks,False,2017,4,95,Vancouver Canucks,jack-rathbone,,,,,2017,2020-06-03,Jack Rathbone,0.18,10,8.0
515,201472,1999-07-12,"Oyster Bay, NY, USA",USA                                                                                             /  Canada,183.0,75.0,R,New Jersey Devils,False,2019,4,96,New Jersey Devils,tyce-thompson,,,,,2017,2020-06-03,Tyce Thompson,0.26,10,11.3
516,266778,2000-04-29,"Dartmouth, NS, CAN",Canada,183.0,72.0,L,,,2018,4,96,Carolina Hurricanes,luke-henman,,,,,2018,2020-06-03,Luke Henman,0.36,11,22.7
517,242668,1998-01-08,"Skellefteå, SWE",Sweden,182.0,75.0,L,,,2016,4,96,Calgary Flames,linus-lindstrom,,,,,2016,2020-06-03,Linus Lindström,0.03,4,1.6
518,313532,2000-02-14,"Collingwood, ON, CAN",Canada,180.0,86.0,L,,,2018,4,97,Montréal Canadiens,allan-mcshane,,,,,2018,2020-06-03,Allan McShane,0.28,12,7.8
519,305096,2001-05-07,"Dartmouth, NS, CAN",Canada,175.0,70.0,R,Detroit Red Wings,False,2019,4,97,Detroit Red Wings,ethan-phillips,,,,,2019,2020-06-03,Ethan Phillips,0.19,24,15.7
520,169012,1998-01-30,"Helsingborg, SWE",Sweden,193.0,85.0,R,,,2016,4,97,Winnipeg Jets,jacob-cederholm,,,,,2016,2020-06-03,Jacob Cederholm,0.08,22,1.7
521,312680,1998-11-20,"Moskva, RUS",Russia,197.0,98.0,R,New Jersey Devils,False,2017,4,98,New Jersey Devils,nikita-popugayev,,,,,2017,2020-06-03,Nikita Popugayev,0.02,9,1.0
522,375953,2000-10-14,"Turku, FIN",Finland,180.0,75.0,L,Arizona Coyotes,True,2019,4,98,Arizona Coyotes,matias-maccelli,,,,,2019,2020-06-03,Matias Maccelli,0.16,17,6.4
